,adjusted_net_yards_per_attempt_index,adjusted_net_yards_per_pass_attempt,adjusted_yards_per_attempt,adjusted_yards_per_attempt_index,all_purpose_yards,approximate_value,assists_on_tackles,attempted_passes,birth_date,blocked_punts,catch_percentage,completed_passes,completion_percentage_index,espn_qbr,extra_point_percentage,extra_points_attempted,extra_points_made,field_goal_percentage,field_goals_attempted,field_goals_made,fifty_plus_yard_field_goal_attempts,fifty_plus_yard_field_goals_made,fourth_quarter_comebacks,fourty_to_fourty_nine_yard_field_goal_attempts,fourty_to_fourty_nine_yard_field_goals_made,fumbles,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,game_winning_drives,games,games_started,height,interception_percentage,interception_percentage_index,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdown,kickoff_return_yards,kickoff_returns,less_than_nineteen_yards_field_goal_attempts,less_than_nineteen_yards_field_goals_made,longest_field_goal_made,longest_interception_return,longest_kickoff_return,longest_pass,longest_punt,longest_punt_return,longest_reception,longest_rush,name,net_yards_per_attempt_index,net_yards_per_pass_attempt,passer_rating_index,passes_defended,passing_completion,passing_touchdown_percentage,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,position,punt_return_touchdown,punt_return_yards,punt_returns,punts,qb_record,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_game,receiving_yards_per_reception,receptions,receptions_per_game,rush_attempts,rush_attempts_per_game,rush_touchdowns,rush_yards,rush_yards_per_attempt,rush_yards_per_game,rushing_and_receiving_touchdowns,sack_percentage,sack_percentage_index,sacks,safeties,season,tackles,team_abbreviation,thirty_to_thirty_nine_yard_field_goal_attempts,thirty_to_thirty_nine_yard_field_goals_made,times_pass_target,times_sacked,total_punt_yards,touchdown_percentage_index,touches,twenty_to_twenty_nine_yard_field_goal_attempts,twenty_to_twenty_nine_yard_field_goals_made,weight,yards_from_scrimmage,yards_lost_to_sacks,yards_per_attempt_index,yards_per_completed_pass,yards_per_game_played,yards_per_kickoff_return,yards_per_punt,yards_per_punt_return,yards_per_touch,yards_recovered_from_fumble,yards_returned_from_interception
Career,,,,,,92.0,151,,1989-07-10,,,,,,,,,,,,,,,,,0,10,10,11,,144.0,143.0,6-4,,,2,1,,,,,,,,6,,,,,,,Cameron Jordan,,,,47,,,,,,JordCa00,,,,,,,,,,,,,,,,,,,,,,,87.0,,Career,312,,,,,,,,,,,287,,,,,,,,,,11,6
Career,,,,,,8.0,20.0,,1990-03-05,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,,50.0,4.0,6-6,,,0.0,0.0,,,,,,,,0.0,,,,,,,Dion Jordan,,,,5.0,,,,,,JordDi00,,,,,,,,,,,,,,,,,,,,,,,10.5,,Career,71.0,,,,,,,,,,,284,,,,,,,,,,0.0,0.0
Career,,-22.5,-22.5,,5712.0,35.0,0.0,2.0,1978-11-11,,72.1,0.0,,,,,,,,,,,,,,9,0.0,2.0,4.0,,114.0,,5-10,50.0,,,,1.0,0.0,673.0,34.0,,,,,40.0,0.0,,,28.0,61,LaMont Jordan,,0.0,,,0.0,0.0,0.0,0.0,0.0,JordLa00,,,,,,,0.0,3.0,1301.0,11.4,8.2,158.0,1.4,897,7.9,28,3734,4.2,32.8,31,,,0.0,,Career,2.0,,,,219.0,0.0,,,1055,,,242,5035,0.0,,,0.0,19.8,,,4.8,4.0,
Career,,,,,,2.0,9.0,,1992-10-21,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,22.0,3.0,6-1,,,0.0,0.0,,,,,,,,0.0,,,,,,,Mike Jordan,,,,5.0,,,,,,JordMi00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,31.0,,,,,,,,,,,200,,,,,,,,,,0.0,0.0
Career,,,,,,53.0,0.0,,1983-11-22,,,,,,,,,,,,,,,,,,,,,,116.0,112.0,6-2,,,,,,,,,,,,,,,,,,,Davin Joseph,,,,,,,,,,JoseDa20,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,1.0,,,,,,,,,,,313,,,,,,,,,,,
Career,,,,,,2.0,0.0,,1994-08-04,,,,,,89.5,38,34,85.0,20.0,17.0,2.0,1.0,,7.0,5.0,,,,,,16.0,,6-0,,,,,,,,,,,51.0,,,,,,,,Greg Joseph,,,,,,,,,,JoseGr00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,1.0,,7.0,7.0,,,,,,4.0,4.0,208,,,,,,,,,,,
Career,,,,,,89.0,113,,1984-04-16,,,,,,,,,,,,,,,,,0.0,7.0,6.0,145.0,,200.0,186.0,5-11,,,31,7,,,,,,,,82,,,,,,,Johnathan Joseph,,,,194,,,,,,JoseJo20,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,642,,,,,,,,,,,186,,,,,,,,,,145.0,638
Career,,,,,,15.0,62,,1993-09-08,,,,,,,,,,,,,,,,,0.0,1.0,3.0,0.0,,49.0,41.0,5-10,,,4,0,,,,,,,,21,,,,,,,Karl Joseph,,,,15,,,,,,JoseKa00,,,,,,,,,,,,,,,,,,,,,,,3.0,,Career,173,,,,,,,,,,,200,,,,,,,,,,0.0,25
Career,,,,,,75.0,209,,1988-10-10,,,,,,,,,,,,,,,,,0.0,8.0,5.0,80.0,,141.0,134.0,6-4,,,0.0,0.0,,,,,,,,0.0,,,,,,,Linval Joseph,,,,6.0,,,,,,JoseLi99,,,,,,,,,,,,,,,,,,,,,,,24.0,,Career,316,,,,,,,,,,,329,,,,,,,,,,80.0,0.0
Career,,,,,,12.0,30,,1979-09-03,,,,,,,,,,,,,,,,,0.0,2.0,1.0,5.0,,69.0,17.0,6-5,,,0.0,0.0,,,,,,,,0.0,,,,,,,William Joseph,,,,7.0,,,,,,JoseWi20,,,,,,,,,,,,,,,,,,,,,,,7.0,,Career,73,,,,,,,,,,,310,,,,,,,,,,5.0,0.0
Career,,,,,,21.0,77,,1990-11-27,,,,,,,,,,,,,,,,,0.0,2.0,2.0,0.0,,81.0,52.0,5-8,,,4,1,,,,,,,,46,,,,,,,Lamarcus Joyner,,,,28,,,,,,JoynLa00,,,,,,,,,,,,,,,,,,,,,,,5.0,,Career,277,,,,,,,,,,,185,,,,,,,,,,0.0,109
Career,,,,,,27.0,51,,1992-08-15,,,,,,,,,,,,,,,,,0,7,2,3,,62.0,36.0,6-3,,,0.0,0.0,,,,,,,,0.0,,,,,,,Matt Judon,,,,8.0,,,,,,JudoMa00,,,,,,,,,,,,,,,,,,,,,,,28.5,,Career,135,,,,,,,,,,,261,,,,,,,,,,3,0.0
Career,,,,,,41.0,150.0,,1979-11-18,,,,,,,,,,,,,,,,,1.0,2.0,3.0,-1.0,,89.0,73.0,6-0,,,12.0,2.0,,,,,,,,71.0,,,,,,,Cato June,,,,26.0,,,,,,JuneCa99,,,,,,,,,,,,,,,,,,,,,,,1.0,,Career,354.0,,,,,,,,,,,227,,,,,,,,,,-1.0,201.0
Career,,,,,,22.0,,,1984-09-14,,,,,,,,,,,,,,,,,0.0,0.0,4.0,0.0,,63.0,43.0,6-6,,,,,,,,,,,,,,,,,,,Winston Justice,,,,,,,,,,JustWi20,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,,,,,,,,,,,,317,,,,,,,,,,0.0,
Career,,,,,1806.0,15.0,3.0,,1991-04-23,,75.0,,,,,,,,,,,,,,,7,0.0,2.0,14.0,,106.0,68.0,6-1,,,,,,0.0,52.0,5.0,,,,,16.0,,,,56,12.0,Kyle Juszczyk,,,,,,,,,,JuszKy00,,,,,,,,8,1647,15.5,9.2,180,1.7,25.0,0.2,1.0,93.0,3.7,0.9,9,,,0.0,,Career,12.0,,,,240,,,,205,,,240,1740,,,,,10.4,,,8.5,14.0,
Career,,,,,,40.0,,,1979-07-28,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,68.0,62.0,6-4,,,,,,,,,,,,,,,,,,,Nick Kaczur,,,,,,,,,,KaczNi20,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,,,,,,,,,,,,315,,,,,,,,,,0.0,
Career,,6.07,7.3,,,49.0,,1692,1987-11-03,,,1011,,,,,,,,,,,7.0,,,40,0.0,12.0,-39.0,7.0,69.0,58.0,6-4,1.8,,,,30,,,,,,,,,80,,,,90,Colin Kaepernick,,6.02,,,59.8,4.3,72,12271,7.3,KaepCo00,,,,,,28-30-0,88.9,,,,,,,375,5.4,13,2300,6.1,33.3,13,,,0.0,,Career,,,,,,171,,,375,,,225,2300,1060,,12.1,177.8,,,,6.1,-39.0,
Career,,,,,153.0,29.0,97,,1976-08-29,,,,,,,,,,,,,,,,,0.0,2.0,5.0,5.0,,127.0,58.0,6-1,,,17,0,,,,,,,,29,,,,10.0,,,Kevin Kaesviharn,,,,58,,,,,,KaesKe20,,0.0,34.0,9.0,,,,,,,,,,,,,,,,,,,6.0,,Career,384,,,,,,,,,,,200,,,,,,,,3.8,,5.0,114
Career,,0.65,1.1,,,0.0,,16,1987-07-25,,,11,,,,,,,,,,,0.0,,,0.0,,,,0.0,4.0,,6-3,12.5,,,,2,,,,,,,,,43,,,,2.0,Mike Kafka,,5.94,,,68.8,0.0,0,107,6.7,KafkMi00,,,,,,,47.7,,,,,,,3.0,0.8,0.0,0.0,0.0,0.0,0.0,,,,,Career,,,,,,1,,,3.0,,,216,0.0,6,,9.7,26.8,,,,0.0,,
Career,,,,,,2.0,9,,1995-06-26,,,,,,,,,,,,,,,,,,,,,,31.0,,6-3,,,,,,,,,,,,,,,,,,,Peter Kalambayi,,,,,,,,,,KalaPe00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,14,,,,,,,,,,,254,,,,,,,,,,,
Career,,,,,,44.0,,,1989-07-06,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,82.0,82.0,6-7,,,,,,,,,,,,,,,,,,,Matt Kalil,,,,,,,,,,KaliMa00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,,,,,,,,,,,,315,,,,,,,,,,0.0,
Career,,,,,,92.0,,,1985-03-29,,,,,,,,,,,,,,,,,3.0,0.0,2.0,-30.0,,155.0,152.0,6-2,,,,,,,,,,,,,,,,,,,Ryan Kalil,,,,,,,,,,KaliRy20,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,,,,,,,,,,,,300,,,,,,,,,,-30.0,
Career,,,,,,0.0,0,,1995-08-28,,,,,,,,,,,,,,,,,,,,,,13.0,,6-0,,,0.0,0.0,,,,,,,,0.0,,,,,,,Joshua Kalu,,,,1.0,,,,,,KaluJo00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,8,,,,,,,,,,,203,,,,,,,,,,,0.0
Career,,,,,19.0,26.0,49,,1975-08-03,,,,,,,,,,,,,,,,,0.0,5.0,4.0,4.0,,136.0,30.0,6-3,,,1.0,1.0,,0.0,0.0,1.0,,,,15.0,0.0,,,,,,N.D. Kalu,,,,11.0,,,,,,KaluN.20,,,,,,,,,,,,,,,,,,,,,,,31.0,,Career,146,,,,,,,,,,,265,,,,,,0.0,,,,4.0,15.0
Career,,13.0,13.0,,5061,43.0,,1.0,1995-07-25,,80.5,1.0,,,,,,,,,,,,,,6,,,,,45.0,25.0,5-10,0.0,,,,0.0,1.0,473.0,15.0,,,,,106.0,13.0,,27.0,42,74,Alvin Kamara,,13.0,,,100.0,0.0,0.0,13.0,13.0,KamaAl00,,0.0,112.0,16.0,,,118.7,10,2068,46.0,8.5,243,5.4,485,10.8,27,2408,5.0,53.5,37,,,,,Career,,,,,302,0.0,,,728,,,215,4476,0.0,,13.0,0.3,31.5,,7.0,6.1,,
Career,,,,,,2.0,3,,1992-11-02,,,,,,,,,,,,,,,,,,,,,,15.0,3.0,6-6,,,,,,,,,,,,,,,,,,,Ufomba Kamalu,,,,,,,,,,KamaUf00,,,,,,,,,,,,,,,,,,,,,,,3.0,,Career,9,,,,,,,,,,,295,,,,,,,,,,,
Career,,,,,,66.0,147.0,,1979-11-30,,,,,,,,,,,,,,,,,0.0,11.0,4.0,3.0,,123.0,112.0,6-4,,,0.0,0.0,,,,,,,,0.0,,,,,,,Aaron Kampman,,,,11.0,,,,,,KampAa99,,,,,,,,,,,,,,,,,,,,,,,58.0,,Career,338.0,,,,,,,,,,,260,,,,,,,,,,3.0,0.0
Career,,,,,,3.0,0.0,,1984-08-23,1,,,,,,,,,,,,,,,,,,,,,34.0,,6-1,,,,,,,,,,,,,,,59,,,,Jeremy Kapinos,,,,,,,,,,KapiJe20,,,,,140,,,,,,,,,,,,,,,,,,0.0,,Career,1.0,,,,,,6051,,,,,235,,,,,,,43.2,,,,
Career,,,,,2776,4.0,0.0,,1986-11-18,,64.3,,,,,,,,,,,,,,,5,0.0,1.0,0.0,,33.0,,5-11,,,,,,1,2306,90,,,,,101,,,,20.0,15,Deji Karim,,,,,,,,,,KariDe00,,,,,,,,0.0,129.0,3.9,7.2,18.0,0.5,110,3.3,0,341,3.1,10.3,0,,,0.0,,Career,2.0,,,,28.0,,,,128,,,200,470,,,,,25.6,,,3.7,0.0,
Career,,,,,461.0,2.0,,,1981-07-06,,75.3,,,,,,,,,,,,,,,0,0.0,1.0,0.0,,101.0,59.0,5-11,,,,,,0.0,37.0,3.0,,,,,17.0,,,,17,10,Mike Karney,,,,,,,,,,KarnMi00,,,,,,,,2,325,3.2,5.1,64,0.6,47,0.5,5,99,2.1,1.0,7,,,0.0,,Career,,,,,85,,,,111,,,260,424,,,,,12.3,,,3.8,0.0,
Career,,,,,,0.0,,,1990-11-05,,20.0,,,,,,,,,,,,,,,0,,,,,16.0,1.0,6-6,,,,,,,,,,,,,,,,,9,,Nick Kasa,,,,,,,,,,KasaNi00,,,,,,,,1,9,0.6,9.0,1,0.1,,,,,,,1,,,,,Career,,,,,5.0,,,,1,,,269,9,,,,,,,,9.0,,
Career,,,,,,6.0,0.0,,1993-02-11,1,,,,,33.3,3.0,1.0,,,,,,,,,1.0,0.0,0.0,-17.0,,36.0,,6-2,,,,,,,,,,,,,,,69,,,0.0,Drew Kaser,,,,,,,,,,KaseDr00,,,,,146,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,Career,1.0,,,,,,6918,,1.0,,,206,0.0,,,,,,47.4,,0.0,-17.0,
Career,,,,,,5.0,3.0,,1982-08-22,,,,,,,,,,,,,,,,,1.0,0.0,0.0,-10.0,,93.0,,6-6,,,,,,,,,,,,,,,,,,,Matt Katula,,,,,,,,,,KatuMa20,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,16.0,,,,,,,,,,,265,,,,,,,,,,-10.0,
Career,,,,,0.0,2.0,4.0,,1991-07-06,,,,,,,,,,,,,,,,,,,,,,9.0,2.0,6-6,,,0.0,0.0,,0.0,0.0,1.0,,,,0.0,0.0,,,,,,Bronson Kaufusi,,,,1.0,,,,,,KaufBr01,,,,,,,,,,,,,,,,,,,,,,,0.5,,Career,4.0,,,,,,,,,,,275,,,,,,0.0,,,,,0.0
Career,,,,,,11.0,58,,1993-06-05,,,,,,,,,,,,,,,,,0,4,0,0,,48.0,30.0,5-11,,,10.0,0.0,,,,,,,,33.0,,,,,,,Damontae Kazee,,,,13.0,,,,,,KazeDa00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,116,,,,,,,,,,,190,,,,,,,,,,0,107.0
Career,,,,,,5.0,14,,1988-10-28,,,,,,,,,,,,,,,,,,,,,,35.0,8.0,6-4,,,0.0,0.0,,,,,,,,0.0,,,,,,,Frank Kearse,,,,1.0,,,,,,KearFr00,,,,,,,,,,,,,,,,,,,,,,,5.5,,Career,29,,,,,,,,,,,315,,,,,,,,,,,0.0
Career,,,,,,5.0,19,,1994-02-11,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,62.0,5.0,6-4,,,1.0,0.0,,,,,,,,0.0,,,,,,,Jayron Kearse,,,,8.0,,,,,,KearJa00,,,,,,,,,,,,,,,,,,,,,,,0.5,,Career,59,,,,,,,,,,,215,,,,,,,,,,0.0,0.0
Career,,,,,,81.0,73,,1976-09-03,,,,,,,,,,,,,,,,,0.0,28.0,4.0,14.0,,133.0,122.0,6-4,,,1.0,0.0,,,,,,,,0.0,,,,,,,Jevon Kearse,,,,37.0,,,,,,KearJe00,,,,,,,,,,,,,,,,,,,,,,,74.0,,Career,263,,,,,,,,,,,265,,,,,,,,,,14.0,0.0
Career,,17.0,17.0,,3588.0,30.0,4.0,1.0,1990-02-06,,56.8,1.0,,,,,,,,,,,,,,4,1.0,2.0,0.0,,99.0,74.0,6-1,0.0,,,,0.0,0.0,283.0,13.0,,,,,40.0,17.0,,,60,11.0,Jermaine Kearse,,17.0,,,100.0,0.0,0.0,17.0,17.0,KearJe01,,,,,,,118.7,17,3290,33.2,12.9,255,2.6,2.0,0.0,0.0,15.0,7.5,0.2,17,,,0.0,1.0,Career,9.0,,,,449,0.0,,,257,,,210,3305,0.0,,17.0,0.2,21.8,,,12.9,0.0,
Career,,,,,,0.0,3.0,,1982-05-21,,60.0,,,,,,,,,,,,,,,1,0.0,0.0,0.0,,20.0,3.0,6-0,,,,,,,,,,,,,,,,,12,3.0,Zak Keasey,,,,,,,,,,KeasZa20,,,,,,,,0,25,1.3,8.3,3,0.2,2.0,0.1,0.0,4.0,2.0,0.2,0,,,0.0,,Career,10.0,,,,5.0,,,,5,,,235,29,,,,,,,,5.8,0.0,
Career,,5.81,6.6,,,37.0,,2091,1988-02-17,,,1304,,,,,,,,,,,6.0,,,33.0,1.0,9.0,-27.0,10.0,67.0,62.0,6-1,2.2,,,,47,,,,,,,,,69,,,,22.0,Case Keenum,,6.09,,,62.4,3.6,75,14368,6.9,KeenCa00,,,,,,27-35-0,85.3,,,,,,,131.0,2.0,6.0,428.0,3.3,6.4,6.0,,,0.0,,Career,,,,,,120,,,131.0,,,215,428.0,900,,11.0,214.4,,,,3.3,-27.0,
Career,,,,,,0.0,0,,1993-02-24,,,,,,,,,,,,,,,,,,,,,,1.0,,6-2,,,,,,,,,,,,,,,,,,,Bryson Keeton,,,,,,,,,,KeetBr00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,1,,,,,,,,,,,190,,,,,,,,,,,
Career,,,,,,2.0,4,,1985-07-04,,,,,,,,,,,,,,,,,,,,,,35.0,,6-2,,,,,,,,,,,,,,,,,,,Stanford Keglar,,,,,,,,,,KeglSt99,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,18,,,,,,,,,,,239,,,,,,,,,,,
Career,,,,,,7.0,27,,1984-06-16,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,,72.0,5.0,6-2,,,1.0,0.0,,,,,,,,17.0,,,,,,,Bryan Kehl,,,,1.0,,,,,,KehlBr99,,,,,,,,,,,,,,,,,,,,,,,1.0,,Career,95,,,,,,,,,,,234,,,,,,,,,,0.0,17.0
Career,,,,,,16.0,60,,1982-12-18,,,,,,,,,,,,,,,,,1.0,2.0,5.0,-4.0,,55.0,27.0,5-11,,,1.0,0.0,,,,,,,,11.0,,,,,,,Freddy Keiaho,,,,2.0,,,,,,KeiaFr20,,,,,,,,,,,,,,,,,,,,,,,1.5,,Career,189,,,,,,,,,,,226,,,,,,,,,,-4.0,11.0
Career,,,,,120.0,72.0,155.0,,1978-09-19,,,,,,,,,,,,,,,,,0.0,7.0,9.0,2.0,,156.0,114.0,6-5,,,2.0,1.0,,0.0,23.0,2.0,,,,79.0,12.0,,,,,,Brett Keisel,,,,36.0,,,,,,KeisBr20,,,,,,,,,,,,,,,,,,,,,,,30.0,,Career,253.0,,,,,,,,,,,285,,,,,,11.5,,,,2.0,95.0
Career,,,,,,4.0,8,,1989-03-28,,,,,,,,,,,,,,,,,,,,,,27.0,4.0,6-4,,,2.0,0.0,,,,,,,,9.0,,,,,,,Thomas Keiser,,,,4.0,,,,,,KeisTh00,,,,,,,,,,,,,,,,,,,,,,,9.0,,Career,33,,,,,,,,,,,244,,,,,,,,,,,15.0
Career,,,,,,8.0,,,1984-11-21,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,26.0,20.0,6-5,,,,,,,,,,,,,,,,,,,Brandon Keith,,,,,,,,,,KeitBr20,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,,,,,,,,,,,,343,,,,,,,,,,0.0,
Career,,,,,,79.0,,,1987-11-05,,,,,,,,,,,,,,,,,8.0,0.0,3.0,-5.0,,126.0,126.0,6-3,,,,,,,,,,,,,,,,,,,Jason Kelce,,,,,,,,,,KelcJa00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,,,,,,,,,,,,295,,,,,,,,,,-5.0,
Career,,-45.0,-45.0,,,66.0,,1.0,1989-10-05,,70.9,0.0,,,,,,,,,,,,,,9,0.0,1.0,0.0,,96.0,89.0,6-5,100.0,,0.0,0.0,1.0,,,,,,,0.0,,0.0,,,80,4.0,Travis Kelce,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,KelcTr00,,,,,,,0.0,37,6465,67.3,12.8,507,5.3,4.0,0.0,1.0,6.0,1.5,0.1,38,,,0.0,,Career,,,,,715.0,0.0,,,511,,,260,6471,0.0,,,0.0,,,,12.7,0.0,0.0
Career,,,,,,23.0,,,1990-05-10,,100.0,,,,,,,,,,,,,,,0,0.0,1.0,0.0,,74.0,37.0,6-3,,,,,,,,,,,,,,,,,10,,Senio Kelemete,,,,,,,,,,KeleSe00,,,,,,,,0,10,0.1,10.0,1,0.0,,,,,,,0,,,0.0,,Career,,,,,1.0,,,,1,,,301,10,,,,,,,,10.0,0.0,
Career,,,,,,45.0,54,,1976-01-14,,,,,,,,,,,,,,,,,1.0,2.0,5.0,45.0,,141.0,89.0,5-11,,,22.0,1.0,,,,,,,,75.0,,,,,,,Brian Kelly,,,,100.0,,,,,,KellBr21,,,,,,,,,,,,,,,,,,,,,,,3.5,,Career,372,,,,,,,,,,,193,,,,,,,,,,45.0,227.0
Career,,,,,,0.0,,,1994-03-26,,,,,,,,,,,,,,,,,0,,,,,1.0,,6-2,,,,,,,,,,,,,,,,,,-1,Chad Kelly,,,,,,,,,,KellCh00,,,,,,,,,,,,,,1,1.0,0,-1,-1.0,-1.0,0,,,,,Career,,,,,,,,,1,,,216,-1,,,,,,,,-1.0,,
Career,,,,,,18.0,,,1990-01-16,,100.0,,,,,,,,,,,,,,,0.0,0.0,3.0,-34.0,,88.0,31.0,6-8,,,,,,,,,,,,,,,,,1.0,,Dennis Kelly,,,,,,,,,,KellDe00,,,,,,,,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,1.0,,,0.0,,Career,,,,,1.0,,,,1.0,,,321,1.0,,,,,,,,1.0,-34.0,
Career,,,,,2892.0,24.0,,,1984-09-25,,58.6,,,,,,,,,,,,,,,2,1.0,1.0,0.0,,72.0,48.0,6-2,,,,,,0.0,9.0,1.0,,,,,9.0,,,,54,7.0,Dustin Keller,,,,,,,,,,KellDu00,,,,,,,,17,2876,39.9,11.9,241,3.3,1.0,0.0,0.0,7.0,7.0,0.1,17,,,0.0,,Career,,,,,411,,,,242,,,248,2883,,,,,9.0,,,11.9,0.0,
Career,,,,,,1.0,,,1996-10-04,,66.7,,,,,,,,,,,,,,,0,,,,,8.0,,5-10,,,,,,,,,,,,,,,,,18.0,7,John Kelly,,,,,,,,,,KellJo00,,,,,,,,0.0,27.0,3.4,13.5,2.0,0.3,30,3.8,0,83,2.8,10.4,0,,,,,Career,,,,,3.0,,,,32,,,205,110,,,,,,,,3.4,,
Career,,,,,,3.0,,,1986-12-30,,53.8,,,,,,,,,,,,,,,0,,,,,21.0,10.0,6-4,,,,,,,,,,,,,,,,,84,,Malcolm Kelly,,,,,,,,,,KellMa01,,,,,,,,0,365,17.4,13.0,28,1.3,,,,,,,0,,,,,Career,,,,,52,,,,28,,,218,365,,,,,,,,13.0,,
Career,,,,,1835.0,16.0,0.0,,1977-02-22,,67.5,,,,,,,,,,,,,,,2,0.0,2.0,0.0,,184.0,149.0,6-4,,,,,,0.0,68.0,7.0,,,,,15.0,,,,50,,Reggie Kelly,,,,,,,,,,KellRe00,,,,,,,,5,1767,9.6,9.1,195,1.1,,,,,,,5,,,0.0,,Career,3.0,,,,289,,,,195,,,257,1767,,,,,9.7,,,9.1,0.0,
Career,,,,,1022.0,6.0,,,1992-10-03,,64.0,,,,,,,,,,,,,,,0,,,,,24.0,16.0,6-0,,,,,,0.0,16.0,1.0,,,,,16.0,,,,22.0,66,Robert Kelley,,,,,,,,,,KellRo00,,,,,,,,1.0,100.0,4.2,6.3,16.0,0.7,234,9.8,9,906,3.9,37.8,10,,,,,Career,,,,,25.0,,,,250,,,229,1006,,,,,16.0,,,4.0,,
Career,,,,,,26.0,,,1993-05-30,,100.0,,,,,,,,,,,,,,,1,,,,,51.0,51.0,6-4,,,,,,,,,,,,,,,,,0,,Ryan Kelly,,,,,,,,,,KellRy00,,,,,,,,0,-4,-0.1,-4.0,1,0.0,,,,,,,0,,,,,Career,,,,,1,,,,1,,,307,-4,,,,,,,,-4.0,,
Career,,,,,,60.0,151,,1980-12-27,,,,,,,,,,,,,,,,,0.0,10.0,4.0,0.0,,150.0,135.0,6-6,,,1.0,0.0,,,,,,,,1.0,,,,,,,Tommy Kelly,,,,19.0,,,,,,KellTo21,,,,,,,,,,,,,,,,,,,,,,,38.0,,Career,328,,,,,,,,,,,310,,,,,,,,,,0.0,1.0
Career,,,,,36.0,57.0,150,,1979-10-31,,,,,,,,,,,,,,,,,0.0,8.0,6.0,2.0,,147.0,120.0,6-4,,,3.0,1.0,,0.0,14.0,1.0,,,,17.0,14.0,,,,,,Chris Kelsay,,,,21.0,,,,,,KelsCh21,,,,,,,,,,,,,,,,,,,,,,,32.5,2.0,Career,293,,,,,,,,,,,263,,,,,,14.0,,,,2.0,20.0
Career,,,,,,29.0,,,1983-01-04,,,,,,,,,,,,,,,,,0.0,0.0,3.0,0.0,,75.0,53.0,6-3,,,,,,,,,,,,,,,,,,,Chris Kemoeatu,,,,,,,,,,KemoCh20,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,,,,,,,,,,,,344,,,,,,,,,,0.0,
Career,,,,,,46.0,68,,1979-01-10,,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.0,,136.0,86.0,6-5,,,0.0,0.0,,,,,,,,0.0,,,,,,,Ma'ake Kemoeatu,,,,9.0,,,,,,KemoMa20,,,,,,,,,,,,,,,,,,,,,,,5.0,,Career,219,,,,,,,,,,,345,,,,,,,,,,0.0,0.0
Career,,,,,,0.0,1.0,,1995-08-14,,50.0,,,,,,,,,,,,,,,0,,,,,17.0,,6-4,,,,,,,,,,,,,,,,,7,,Marcus Kemp,,,,,,,,,,KempMa00,,,,,,,,0,7,0.4,7.0,1,0.1,,,,,,,0,,,0.0,,Career,5.0,,,,2,,,,1,,,210,7,,,,,,,,7.0,,
Career,,,,,,46.0,190,,1992-02-29,,,,,,,,,,,,,,,,,0.0,4.0,4.0,25.0,,74.0,70.0,6-0,,,4,2,,,,,,,,77,,,,,,,Eric Kendricks,,,,35,,,,,,KendEr00,,,,,,,,,,,,,,,,,,,,,,,9.0,,Career,342,,,,,,,,,,,232,,,,,,,,,,25.0,111
Career,,,,,,18.0,0.0,,1988-01-30,,61.6,,,,,,,,,,,,,,,3,1.0,2.0,0.0,,137.0,92.0,6-3,,,,,,,,,,,,,,,,,80,0.0,Lance Kendricks,,,,,,,,,,KendLa00,,,,,,,,19,2555,18.6,10.5,244,1.8,1.0,0.0,0.0,-8.0,-8.0,-0.1,19,,,0.0,,Career,6.0,,,,396,,,,245,,,250,2547,,,,,,,,10.4,0.0,
